Tid,Label,tweet
1656190,1,Nigga be a straight gentleman then he speaks bitch comes with that funky ass attitude then the gentleman shit goes out the window.
1656191,1,Nigga ended up going Juco messing with them hoes and then signed a the smallest of d1's moral of the story take what u can get
1656192,1,"Nigga fuck hoe , ion want fuck yo hoe , she a fat chick &amp; she bad built &#128080;"
1656193,1,"Nigga fuck up. Ain't none of that shit Goin down with yo niggas RT @FrancoisKilljoy: You niggas think you feeling &#128056;, bitch? My niggas &#128058; you"
1656194,1,"Nigga getcho bitch, treat her how she wanna be treated but I ain't triccin &#128175;"
1656195,1,Nigga gone have to get a room like a bitch
1656196,1,Nigga got Lean pong I know niggas be outta there in that hoe
1656197,1,Nigga gotta find them hoes quick
1656198,1,Nigga hungry then a bitch too
1656199,1,"Nigga i wus graduating RT @i_EaT_PIE: If you wasn't in the 6th grade in 1996, you a hoe"
1656200,1,Nigga ill take ya main hoe make her call her home girl and make em share the same dick
1656201,0,Nigga just had them crackers on a chase.
1656202,1,Nigga payback's a bitch..!
1656203,1,Nigga pee wee is a bitch
1656204,1,Nigga retweets the most trash shit
1656205,1,"Nigga said dates is pussy installment plans, so is that why you gotta keep saying her when you get it cuz it's never truly yours?"
1656206,1,Nigga was sweating like a guilty preacher in that bitch
1656207,1,"Nigga you a pussy, hope you got 9 lives."
1656208,1,Nigga you is a fool &#128553; &#8220;@BOSSMANRAN: I feel like eatin nd beatin a pussy up &#128553;&#8221;
1656209,1,"Nigga you made it RT @HtownsNuNu: Nigga we made it..&#128588;&#128588;""@viaNAWF: Best rider? That goes to a blaxican."""
1656210,1,Nigga yu bitch made &#127797;&#127797;
1656211,1,"Nigga, this bitch is scaring me. Pass me the blunt &#128514;&#128514;"
1656212,1,Nigga... lol IDK ..Elway trying to snatch everybody! RT @jwill252: Come on redskins shitttt go sign revis idk what he want lls
1656213,0,Niggah niggah niggah don't believe me just wacthh...
1656214,1,Niggahs actin like they pimps but they pay the bitch &#128514;&#128514;&#128514;&#128514;&#9995;
1656215,1,Niggahs need to keep there bitches in check '
1656216,1,Niggahs watch who you fucking just to hate on your bitches
1656217,1,Niggas a buy a 700$ outfit to impress a 10$ bitch
1656218,0,Niggas actin like hoes most of em bitches
1656219,1,Niggas ain't loyal gott bitches stiffer than you
1656220,1,Niggas aint worried bout other niggas messin wit dey hoes. Niggas worried boit hoes messin wit dey hoes
1656221,1,Niggas already acting like bitches so why not get a real bitch right? Hell if you gone act like a pussy I rather just have one. Shit.
1656222,1,Niggas are funny. &amp; karma is a bitch. Good morning .
1656223,0,"Niggas are so fucking gay... And they try to cancel it out by saying ""nah were bros it's cool"" nahhhhhaahahahaha you a faggot bruh"
1656224,1,"Niggas at the march looking for hoes, &amp; they out there too I'm sure of it"
1656225,1,Niggas be bitches hoes be bitches ion see no difference
1656226,1,Niggas be frontin for some pussy they ain't wit me!!
1656227,1,"Niggas be having LOYAL pussy on call... and still be thirsty as fuck. Like BRO, go fuck your woman &amp; get some of them hormones out lol"
1656228,1,"Niggas be impregnating the most basic of bitches.. No job, don't know how to drive a car, no money, no house... n wonder why they miserable"
1656229,0,Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes
1656230,1,"Niggas be like when they see they side bitch cashin another nigga ""@MikeDiggEm: Hello mutha fucka......."""
1656231,1,"Niggas be pressed for pussy, it aint nothing.."
1656232,1,Niggas be so dehydrated if I wanted my pussy ate everyday for the rest of this year it would happen
1656233,1,Niggas be tryna fuck the next nigga bitch not knowing their bitch the next nigga bitch
1656234,1,Niggas be wanting bitches with money ..but be broke as dirt &#128514;&#128514;&#128514;&#128078;&#128078;&#128078;&#9996;&#65039;
1656235,1,"Niggas cant stand me cuz they bitches be feelin a nigga . Get mad at yo so called ""girl"""
1656236,1,Niggas cheat on they bitch and don't expect no pay back WHATSOEVER. Yall just as naive as these bitches.
1656237,1,Niggas cry when they get hit high and cry when they get hit low. NFL full of pussies now
1656238,0,Niggas deserve better bitches
1656239,1,"Niggas excited by these bitches, them the weird boys"
1656240,1,Niggas fall in love with an EVIL bitch and turn they back on they friends..... Its Cool Tho.
1656241,1,Niggas get pussy in the friend zone
1656242,1,Niggas go crazy over bitches now a days &#128541; like calm yo happy ass down
1656243,1,Niggas gossip like hoes man I ain't wid that shit
1656244,1,Niggas hate me cuz they know im a threat to them &amp; they bitches
1656245,1,Niggas is bitches
1656246,1,Niggas is hoes #OnHere and in real life too....
1656247,1,"Niggas is pure suckas.. If you got a problem with ya mans address that shit, discuss it, &amp; squash it... Only bitches hold grudges."
1656248,1,Niggas is straight hoes bruh I'ma stop fuckin with em
1656249,1,Niggas killin the same nigga's they grew up with &amp;&amp; these bitches fuckin the same nigga's they homegirl was inlove with.
1656250,1,Niggas needa stop wearing MK that's for bitches lol
1656251,1,"Niggas only get fucked up only on weekends and I get fucked up daily, bitch I still do it bigger, not on my level"
1656252,1,Niggas put on wigs and act like bitches for retweets &#128530;that shit fu
1656253,1,Niggas really be dickin over these hoes ona gram! thats the reason they got the big head now!!
1656254,1,Niggas retarded lol
1656255,1,Niggas see you wit da yellow dey wanna hit you up &#128530;
1656256,0,Niggas sleepin with bitches grandmas??? Lmfao maury fake af
1656257,1,Niggas sooooo pussy I swear I don't talk I'm all action
1656258,1,Niggas spend $500 just to look good for a bitch they wouldn't even buy 99 cent burger for
1656259,1,Niggas swear they don't trust these hoes but be fucking raw &#128528;&#128514;smh
1656260,1,Niggas talk more than bitches these days
1656261,1,Niggas talk more then bitches these days
1656262,1,Niggas talking bout 'these hoes ain't loyal' but they been to 6 different barbers.
1656263,1,"Niggas that eat mussels, eat pussy too #str888 #FACTS"
1656264,1,Niggas trash AF
1656265,0,Niggas wear wigs more than bitches these days.
1656266,1,Niggas who stand in line for Jays mad at me now. ehh fuck you. I pull hoes nd stunt without em on
1656267,1,Niggas who talk about pussy the most get the least RT @FrancoisKilljoy: @202SOLE @quanb24 @BALTsneakerShow what a shine box? Glittery pussy?
1656268,1,Niggas wifing hoes &amp; ugly bitches &#128514;&#128514;&#128514;&#128514; I get on Facebook just to remind myself I'm doing fine
1656269,1,Niggas will call a female a hoe or thot then 10 mins later go to http://t.co/TXw4uJ7FAZ and thirst over a porn star
1656270,1,Niggas with bitch tendencies..
1656271,1,"Niggas wonder why bitches be on that ""fucc a nigga shit"" cuz these niggas be on that ""she just another bitch"" shit &#128175;"
1656272,0,Niggas/bitches cheat cause mf's always think they gettin played
1656273,1,Niggaz been making trash lately. Well not everybody but some lol
1656274,1,Niggaz irrational these days...Quick to jump bad bout a bitch...
1656275,1,Niggaz retweet bitch ass niggaz but won't retweet a real nigga
1656276,1,Night bitches. &#9996;
1656277,1,Night niggers
1656278,2,Nike DC is trash.
1656279,1,Nikki Minaj is proof that natural is better ! Minimal is best ! Some of y'all hoes be overdoing it
1656280,1,Nikko a gay bitch
1656281,1,"Nile... RT @JosephBananas I'm really sad that I don't have enough friends to ever be called ""a pack of niggers"" with. That's my fuckin dream"
1656282,1,Nino Brown? Oh das me RT @erikacarissa Nino Brown on yall hoes.
1656283,1,Nippin these Clarke Motel bitches...they get free pizza EVERY DAY and don't tip shit. Also never give us any business. Game is over.
1656284,2,Nipple banana monkey!
1656285,1,No I don't love these hoes and FUCK these niggas Fuckem
1656286,1,"No bitch, I don?t have anything to hide. I just don?t like people looking through my phone.."
1656287,1,No bitch. You slut. RT @ITSBEEBITCH__: @viaNAWF CHILL
1656288,2,No cuz redskins are dumpster juice RT @trackinBlackKev: game of the week. still the best rivalry in sports
1656289,1,No face no trace pussy boys #SNATCH
1656290,1,No fucks given about the NFL draft it's baseball season bitch
1656291,2,No girls no hoes just me myself and I
1656292,0,"No half-breed spic has any right to say anything to any Anglo ever, and should be killed for doing so."
1656293,1,No hoe shit tho I was bout to say Perro got butt naked bitches doing dishes
1656294,1,No i dont own the pussy i just sample it!!
1656295,1,No less than 3 bad bitches in my bed at a time...
1656296,1,No matter how hard you try to be rude mf`s they keep talking to you. like bitch do I know you
1656297,1,No more SnapChat Selfies. No more Instagram Selfies. No more NOTHING i WILL NOT be a bad bitch a week man what am I going to do &#128546;&#128299;
1656298,1,No more hoes n oz
1656299,2,No more speculation. No more mock drafts. It's finally Draft Day. #BortlesKombat #StormWarning #BuiltByUCF #ChargeOn
1656300,1,No need to tweet these bitches know my status
1656301,1,No nigga a leave a chick with some good pussy unless he just paper chasin
1656302,1,"No officer I wasn't drunk driving, I was swerving on them hoes."
1656303,1,No one can take your woman. They can only take your hoe.
1656304,0,No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.
1656305,2,"No one has even eaten a Twinkie in, like, decades."
1656306,1,"No one understands how much it pisses me off when people use the word ""retard""."
1656307,0,"No police department that hires gypsies, half-breeds, and nigglets should be trusted."
1656308,1,No saving hoes
1656309,1,No sex bitch I only want the neck bitch
1656310,1,No skimp shit here bitch
1656311,1,"No sleep, sleep is for pussies."
1656312,1,No summer school? &#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515; eat a dick school. Im done with your bitch ass !!!!!!
1656313,1,"No thanks lady, you look like you just got off the white trash train, I'd rather not catch a disease. #kthxbai"
1656314,0,"No these are only whites pies.
Well do you have any negro pies?"
1656315,1,No this bitch @Cee_Murda94 did not yell down the steps to tell me don't eat her damn chicken.&#128514;&#128514; tf
1656316,1,No this little hood bitch did NOT just try to take me to task for JOKING with my niece about not being a Lesbian. Ch! &gt;_&gt;
1656317,1,No time for bitch niggas.
1656318,1,"No time for chasing after someone is like turning up off wine coolers, you look like a bitch when you really think about it lol"
1656319,1,No way all u niggers are employees of the month
1656320,1,"No wealth doesn't insulate from being called nigger. But still does improve empirical quality of life outcomes, phenomenally. @Dwight_Dale"
1656321,1,No wonder these ppl that call themselves niggas &amp; thugs able to convince their hoes false ideas about men like me in our intellectual dress
1656322,1,No. A dog like that needs bitches and he ain't ever gonna get bitches with that on him &#128530;&#128548;
1656323,0,"No. Its wrong to try to change #faggots&gt; There is no ""therapy"" so #tcot should understand and sympathize like they are #retards&gt;"
1656324,1,"No. She's gonna sit tf down &amp; text her ""hoes."" She's not gonna care about what you're doing."
1656325,2,Noap. Not taking them. RT @TiffNCompany: Maca root pills making my vagina do the wop
1656326,1,Nobody cares you fucking fag damn you bring bitches water even though youre thirsty as fuck &#128514;&#128514;&#128514; #fucknigga
1656327,1,"Nobody ever got famous by being a whiny bitch. Either change the things that make you unhappy, or be a whining turd-farmer."
1656328,2,Nobody gives me a trophy cause I'm old and colored #FavStarTweets&#160;
1656329,1,Nobody is going to say anything about how unloyal Sterling's side bitch is?
1656330,1,Nobody on planet Earth more protective than bull dykes
1656331,1,Nobody should ever have sex with a dirty dick or pussy. That says a lot about you if you fuck em knowing they smell like chitlings
1656332,1,Nobody wit me im on all alone shit so dont think im actin funny when im in my zone bitch
1656333,1,None of my bitches can stay over
1656334,0,None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...
1656335,1,"Nooo.. not Sailor Moon and squad ""in the club w/ all my bitches lookin good."" https://t.co/S6Yj748if1"
1656336,2,Nope! It's just yellow OTL
1656337,1,Norbit mad as a bitch lmfaooooooo &#128514;&#128514;
